Year,State,HAI,Facility_ID,Facility_Name,County,Hospital_Category_RiskAdjustment,Hospital_Type,Infections_Reported,Infections_Predicted,Patient_Days,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,"On_Track_Toward_2020_Goal (0.70, 2018)",SIR_2015,Months,Notes,Facility_Type,On_Track,Met_2020_Goal,Year ,Facility_Name1,Facility_Name2,Facility_Name3,FACID1,FACID2,FACID3,Infection_Count,SIR ,SIR_95%_CI_Lower_Limit,SIR_95%_CI_Upper_Limit,Facility_ID1,Cases,Predicted_Cases,Hospital_Onset_Cases,Facility_Category
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Sacramento,,,,,51396.0,0.43,0.02,2.11,No Difference,,,,,,,,,"Kaiser Foundation Hospital, Sacramento",,,,,,,,,,30000130.0,,2.33,1.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,San Diego,,,,,106055.0,0.71,0.23,1.72,No Difference,,,,,,,,,"Kaiser Foundation Hospital, San Diego",,,,,,,,,,80000144.0,,5.61,4.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,San Francisco,,,,,64809.0,0.29,0.02,1.45,No Difference,,,,,,,,,"Kaiser Foundation Hospital, San Francisco",,,,,,,,,,220000008.0,,3.4,1.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Santa Clara,,,,,49235.0,0.0,0.0,1.57,No Difference,,,,,,,,,"Kaiser Foundation Hospital, San Jose",,,,,,,,,,70000150.0,,1.9,0.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Alameda,,,,,47991.0,0.51,0.03,2.49,No Difference,,,,,,,,,"Kaiser Foundation Hospital, San Leandro",,,,,,,,,,630015029.0,,1.98,1.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Marin,,,,,21842.0,1.23,0.03,6.84,No Difference,,,,¥ See Data Dictionary,,,,,"Kaiser Foundation Hospital, San Rafael",,,,,,,,,,110000944.0,,0.81,1.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Santa Clara,,,,,91261.0,1.53,0.56,3.39,No Difference,,,,,,,,,"Kaiser Foundation Hospital, Santa Clara",,,,,,,,,,70001355.0,,3.27,5.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Sonoma,,,,,38580.0,0.0,0.0,2.12,No Difference,,,,,,,,,"Kaiser Foundation Hospital, Santa Rosa",,,,,,,,,,110000508.0,,1.41,0.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Los Angeles,,,,,52179.0,1.07,0.27,2.92,No Difference,,,,,,,,,"Kaiser Foundation Hospital, South Bay",,,,,,,,,,930000071.0,,2.79,3.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Sacramento,,,,,56438.0,1.44,0.37,3.93,No Difference,,,,,,,,,"Kaiser Foundation Hospital, South Sacramento",,,,,,,,,,30000133.0,,2.08,3.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,San Mateo,,,,,23205.0,0.0,0.0,4.18,No Difference,,,,¥ See Data Dictionary,,,,,"Kaiser Foundation Hospital, South San Francisco",,,,,,,,,,220000009.0,,0.88,0.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Solano,,,,,28620.0,0.0,0.0,2.53,No Difference,,,,,,,,,"Kaiser Foundation Hospital, Vacaville",,,,,,,,,,630012364.0,,1.18,0.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Contra Costa,,,,,64302.0,0.43,0.02,2.1,No Difference,,,,,,,,,"Kaiser Foundation Hospital, Walnut Creek",,,,,,,,,,140000190.0,,2.34,1.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Los Angeles,,,,,44117.0,0.0,0.0,1.75,No Difference,,,,,,,,,"Kaiser Foundation Hospital, West LA",,,,,,,,,,930000076.0,,1.72,0.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Los Angeles,,,,,45394.0,1.15,0.19,3.81,No Difference,,,,,,,,,"Kaiser Foundation Hospital, Woodland Hills",,,,,,,,,,930000290.0,,1.73,2.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Tulare,,,,,104533.0,0.49,0.15,1.17,No Difference,,,,,,,,,Kaweah Delta Medical Center,,,,,,,,,,120001444.0,,8.24,4.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Los Angeles,,,,,84150.0,0.48,0.12,1.3,No Difference,,,,,,,,,Keck Hospital of USC,,,,,,,,,,930000912.0,,6.27,3.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Kern,,,,,51323.0,1.47,0.47,3.55,No Difference,,,,,,,,,Kern Medical Center,,,,,,,,,,120000342.0,,2.72,4.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Kern,,,,,3202.0,,,,,,,,,,,,,Kern Valley Healthcare District,,,,,,,,,,120000344.0,,0.11,0.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Orange,,,,,17504.0,2.98,0.36,10.77,No Difference,,,,¥ See Data Dictionary,,,,,La Palma Intercommunity Hospital,,,,,,,,,,60000024.0,,0.67,2.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Los Angeles,,,,,95158.0,0.71,0.26,1.58,No Difference,,,,,,,,,LAC/Harbor-UCLA Medical Center,,,,,,,,,,60000027.0,,7.03,5.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Los Angeles,,,,,65469.0,1.76,0.77,3.48,No Difference,,,,,,,,,LAC/Olive View-UCLA Medical Center,,,,,,,,,,60000038.0,,3.97,7.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Los Angeles,,,,,34112.0,0.73,0.04,3.58,No Difference,,,,,,,,,LAC/Rancho Los Amigos National Rehabilitation Ctr,,,,,,,,,,60000028.0,,1.38,1.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Los Angeles,,,,,165693.0,1.66,1.1,2.41,Higher,,,,,,,,,LAC+USC Medical Center,,,,,,,,,,60000040.0,,15.1,25.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,San Francisco,,,,,277.0,,,,,,,,,,,,,Laguna Honda Hospital & Rehabilitation Center,,,,,,,,,,220000012.0,,0.01,0.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Los Angeles,,,,,39906.0,0.65,0.17,1.77,No Difference,,,,,,,,,Lakewood Regional Medical Center,,,,,,,,,,930000047.0,,4.61,3.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,San Joaquin,,,,,34042.0,0.65,0.03,3.2,No Difference,,,,,,,,,Lodi Memorial Hospital,,,,,,,,,,30000139.0,,1.54,1.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,San Bernardino,,,,,90738.0,0.41,0.07,1.35,No Difference,,,,,,,,,Loma Linda University Children's Hospital,,,,,,,,,,630015551.0,,4.91,2.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,San Bernardino,,,,,116258.0,3.67,2.43,5.33,Higher,,,,"* Hospitals reported combined data, see Data Dictionary",,,,,Loma Linda University Medical Center,,,,,,,,,,240000027.0,,6.82,25.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Riverside,,,,,33814.0,0.56,0.03,2.76,No Difference,,,,,,,,,Loma Linda University Medical Center - Murrieta,,,,,,,,,,630012971.0,,1.79,1.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Santa Barbara,,,,,8867.0,2.59,0.07,14.44,No Difference,,,,¥ See Data Dictionary,,,,,Lompoc Valley Medical Center,,,,,,,,,,50000018.0,,0.39,1.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Los Angeles,,,,,102536.0,1.04,0.48,1.98,No Difference,,,,,,,,,Long Beach Memorial Medical Center,,,,,,,,,,930000095.0,,7.69,8.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Orange,,,,,46281.0,0.85,0.14,2.81,No Difference,,,,,,,,,Los Alamitos Medical Center,,,,,,,,,,60000025.0,,2.35,2.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Los Angeles,,,,,53598.0,2.53,1.11,5.0,Higher,,,,"* Hospitals reported combined data, see Data Dictionary",,,,,Los Angeles Community Hospital,,,,,,,,,,930000085.0,,2.77,7.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Ventura,,,,,71217.0,1.84,0.68,4.08,No Difference,,,,,,,,,Los Robles Hospital & Medical Center,,,,,,,,,,50000020.0,,2.71,5.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Ventura,,,,,9665.0,0.0,0.0,5.93,No Difference,,,,¥ See Data Dictionary,,,,,Los Robles Hospital & Medical Center - East Campus,,,,,,,,,,50000553.0,,0.62,0.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Santa Clara,,,,,94282.0,0.62,0.16,1.68,No Difference,,,,,,,,,Lucile Packard Children's Hospital Stanford,,,,,,,,,,70001349.0,,4.85,3.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Humboldt,,,,,10966.0,0.0,0.0,7.22,No Difference,,,,¥ See Data Dictionary,,,,,Mad River Community Hospital,,,,,,,,,,110000021.0,,0.51,0.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Madera,,,,,16867.0,0.0,0.0,5.79,No Difference,,,,¥ See Data Dictionary,,,,,Madera Community Hospital,,,,,,,,,,40000111.0,,0.64,0.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Mono,,,,,1580.0,,,,,,,,,,,,,Mammoth Hospital,,,,,,,,,,240000005.0,,0.06,0.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Santa Barbara,,,,,50980.0,0.5,0.03,2.45,No Difference,,,,,,,,,Marian Regional Medical Center,,,,,,,,,,50000021.0,,2.01,1.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,San Luis Obispo,,,,,8438.0,0.0,0.0,10.5,No Difference,,,,¥ See Data Dictionary,,,,,"Marian Regional Medical Center, Arroyo Grande",,,,,,,,,,50000009.0,,0.35,0.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Marin,,,,,38575.0,0.0,0.0,1.86,No Difference,,,,,,,,,Marin General Hospital,,,,,,,,,,110000953.0,,1.61,0.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Los Angeles,,,,,15272.0,5.18,1.07,15.13,Higher,,,,¥ See Data Dictionary,,,,,Marina Del Rey Hospital,,,,,,,,,,930000044.0,,0.58,3.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Calaveras,,,,,3935.0,,,,,,,,,,,,,Mark Twain Medical Center,,,,,,,,,,30000120.0,,0.14,0.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,El Dorado,,,,,21844.0,1.4,0.23,4.61,No Difference,,,,,,,,,Marshall Medical Center,,,,,,,,,,30000121.0,,1.43,2.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Shasta,,,,,2370.0,,,,,,,,,,,,,Mayers Memorial Hospital,,,,,,,,,,230000009.0,,0.08,0.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Merced,,,,,4947.0,,,,,,,,,,,,,Memorial Hospital Los Banos,,,,,,,,,,40000110.0,,0.18,0.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Los Angeles,,,,,51033.0,4.49,2.28,8.0,Higher,,,,,,,,,Memorial Hospital of Gardena,,,,,,,,,,930000092.0,,2.23,10.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Stanislaus,,,,,78692.0,0.93,0.3,2.24,No Difference,,,,,,,,,Memorial Medical Center,,,,,,,,,,30000123.0,,4.3,4.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Mendocino,,,,,4924.0,0.0,0.0,15.79,No Difference,,,,¥ See Data Dictionary,,,,,Mendocino Coast District Hospital,,,,,,,,,,110000023.0,,0.23,0.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Riverside,,,,,11334.0,0.0,0.0,4.0,No Difference,,,,¥ See Data Dictionary,,,,,Menifee Valley Medical Center,,,,,,,,,,250000727.0,,0.92,0.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,San Mateo,,,,,310.0,,,,,,,,,,,,,Menlo Park Surgical Hospital,,,,,,,,,,220000716.0,,0.01,0.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Sacramento,,,,,66024.0,0.76,0.13,2.5,No Difference,,,,,,,,,Mercy General Hospital,,,,,,,,,,30000124.0,,2.64,2.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Kern,,,,,23636.0,0.0,0.0,2.14,No Difference,,,,,,,,,Mercy Hospital,,,,,,,,,,120000404.0,,1.4,0.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Sacramento,,,,,26623.0,0.0,0.0,3.75,No Difference,,,,¥ See Data Dictionary,,,,,Mercy Hospital of Folsom,,,,,,,,,,30000901.0,,0.98,0.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Merced,,,,,47717.0,0.44,0.02,2.15,No Difference,,,,,,,,,Mercy Medical Center,,,,,,,,,,40000113.0,,2.29,1.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Siskiyou,,,,,3163.0,,,,,,,,,,,,,Mercy Medical Center Mt. Shasta,,,,,,,,,,230000012.0,,0.11,0.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Shasta,,,,,60273.0,1.19,0.3,3.24,No Difference,,,,,,,,,Mercy Medical Center Redding,,,,,,,,,,230000010.0,,2.52,3.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Sacramento,,,,,106869.0,0.15,0.01,0.73,Lower,,,,,,,,,Mercy San Juan Medical Center,,,,,,,,,,30000127.0,,6.8,1.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Kern,,,,,26418.0,0.0,0.0,2.62,No Difference,,,,,,,,,Mercy Southwest Hospital,,,,,,,,,,120000701.0,,1.14,0.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Sacramento,,,,,42721.0,1.15,0.29,3.13,No Difference,,,,,,,,,Methodist Hospital of Sacramento,,,,,,,,,,30000037.0,,2.61,3.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Los Angeles,,,,,70491.0,0.36,0.02,1.8,No Difference,,,,,,,,,Methodist Hospital of Southern California,,,,,,,,,,930000096.0,,2.75,1.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,San Mateo,,,,,52845.0,2.34,0.86,5.19,No Difference,,,,,,,,,Mills-Peninsula Medical Center,,,,,,,,,,220000017.0,,2.14,5.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Los Angeles,,,,,465.0,,,,,,,,,,,,,Miracle Mile Medical Center,,,,,,,,,,930000158.0,,0.02,0.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Los Angeles,,,,,21053.0,0.63,0.03,3.09,No Difference,,,,,,,,,Mission Community Hospital,,,,,,,,,,930000027.0,,1.59,1.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Orange,,,,,9171.0,0.0,0.0,10.44,No Difference,,,,¥ See Data Dictionary,,,,,Mission Hospital Laguna Beach,,,,,,,,,,60000066.0,,0.35,0.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Orange,,,,,69093.0,0.78,0.13,2.58,No Difference,,,,,,,,,Mission Hospital Regional Medical Center,,,,,,,,,,60000060.0,,2.56,2.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Modoc,,,,,456.0,,,,,,,,,,,,,Modoc Medical Center,,,,,,,,,,230000011.0,,0.02,0.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,San Bernardino,,,,,10584.0,0.0,0.0,5.83,No Difference,,,,¥ See Data Dictionary,,,,,Montclair Hospital Medical Center,,,,,,,,,,240000009.0,,0.63,0.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Los Angeles,,,,,16321.0,,,,,,,,"Incomplete Reporter, see Data Dictionary",,,,,Monterey Park Hospital,,,,,,,,,,930000108.0,,,2.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Los Angeles,,,,,0.0,,,,,,,,"Incomplete Reporter, see Data Dictionary",,,,,Motion Picture & Television Hospital,,,,,,,,,,930000109.0,,,0.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Plumas,,,,,585.0,,,,,,,,,,,,,Seneca District Hospital,,,,,,,,,,230000017.0,,0.02,0.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,San Bernardino,,,,,0.0,,,,,,,,"Incomplete Reporter, see Data Dictionary",,,,,Mountains Community Hospital,,,,,,,,,,240000052.0,,,0.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Monterey,,,,,36154.0,0.71,0.04,3.49,No Difference,,,,,,,,,Natividad Medical Center,,,,,,,,,,70000145.0,,1.41,1.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Solano,,,,,33925.0,1.35,0.23,4.45,No Difference,,,,,,,,,Northbay Medical Center,,,,,,,,,,110000010.0,,1.48,2.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Solano,,,,,11619.0,2.16,0.06,12.01,No Difference,,,,¥ See Data Dictionary,,,,,Northbay Vacavalley Hospital,,,,,,,,,,110000378.0,,0.46,1.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Inyo,,,,,4357.0,,,,,,,,,,,,,Northern Inyo Hospital,,,,,,,,,,240000037.0,,0.19,0.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Los Angeles,,,,,50223.0,0.0,0.0,0.67,Lower,,,,,,,,,Northridge Hospital Medical Center,,,,,,,,,,930000111.0,,4.5,0.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Marin,,,,,5642.0,0.0,0.0,18.25,No Difference,,,,¥ See Data Dictionary,,,,,Novato Community Hospital,,,,,,,,,,110000982.0,,0.2,0.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Stanislaus,,,,,249.0,,,,,,,,"Incomplete Reporter, see Data Dictionary",,,,,Oak Valley District Hospital,,,,,,,,,,30000131.0,,,0.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Santa Clara,,,,,36836.0,0.51,0.03,2.51,No Difference,,,,,,,,,O'Connor Hospital,,,,,,,,,,70000146.0,,1.96,1.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Ventura,,,,,2219.0,,,,,,,,,,,,,Ojai Valley Community Hospital,,,,,,,,,,50000023.0,,0.08,0.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Los Angeles,,,,,28173.0,1.41,0.36,3.83,No Difference,,,,,,,,,Olympia Medical Center,,,,,,,,,,930000105.0,,2.13,3.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Orange,,,,,46802.0,1.42,0.36,3.86,No Difference,,,,,,,,,Orange Coast Memorial Medical Center,,,,,,,,,,60000208.0,,2.12,3.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Orange,,,,,38125.0,1.34,0.34,3.66,No Difference,,,,,,,,,Orange County Global Medical Center,,,,,,,,,,60000073.0,,2.23,3.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Butte,,,,,11.0,,,,,,,,"Incomplete Reporter, see Data Dictionary",,,,,Orchard Hospital,,,,,,,,,,230000001.0,,,0.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Butte,,,,,42792.0,0.93,0.16,3.07,No Difference,,,,,,,,,Oroville Hospital,,,,,,,,,,230000014.0,,2.15,2.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Los Angeles,,,,,33875.0,2.41,0.76,5.8,No Difference,,,,,,,,,Pacific Alliance Medical Center,,,,,,,,,,930000057.0,,1.66,4.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Los Angeles,,,,,23237.0,1.79,0.3,5.9,No Difference,,,,,,,,,Pacifica Hospital of the Valley,,,,,,,,,,930000133.0,,1.12,2.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Los Angeles,,,,,37341.0,2.41,0.88,5.33,No Difference,,,,,,,,,Palmdale Regional Medical Center,,,,,,,,,,930000077.0,,2.08,5.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Riverside,,,,,3277.0,0.0,0.0,13.84,No Difference,,,,¥ See Data Dictionary,,,,,Palo Verde Hospital,,,,,,,,,,250000042.0,,0.27,0.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,San Diego,,,,,17469.0,0.0,0.0,5.89,No Difference,,,,¥ See Data Dictionary,,,,,Palomar Health Downtown Campus,,,,,,,,,,80000142.0,,0.63,0.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,San Diego,,,,,86486.0,1.8,0.79,3.56,No Difference,,,,,,,,,Palomar Medical Center,,,,,,,,,,630013873.0,,3.89,7.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,San Diego,,,,,56756.0,1.93,0.78,4.0,No Difference,,,,,,,,,Paradise Valley Hospital,,,,,,,,,,90000145.0,,3.12,6.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Riverside,,,,,45717.0,1.52,0.48,3.65,No Difference,,,,,,,,,Parkview Community Hospital Medical Center,,,,,,,,,,250000044.0,,2.64,4.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Shasta,,,,,608.0,,,,,,,,,,,,,Patients' Hospital of Redding,,,,,,,,,,230000444.0,,0.02,0.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Sonoma,,,,,10552.0,0.0,0.0,8.67,No Difference,,,,¥ See Data Dictionary,,,,,Petaluma Valley Hospital,,,,,,,,,,110000040.0,,0.43,0.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Los Angeles,,,,,28870.0,2.06,0.52,5.6,No Difference,,,,,,,,,PIH Hospital - Downey,,,,,,,,,,930000052.0,,1.46,3.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Imperial,,,,,20030.0,0.0,0.0,4.19,No Difference,,,,¥ See Data Dictionary,,,,,Pioneers Memorial Healthcare District,,,,,,,,,,90000146.0,,0.88,0.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Orange,,,,,15109.0,1.38,0.04,7.71,No Difference,,,,¥ See Data Dictionary,,,,,Placentia Linda Hospital,,,,,,,,,,60000062.0,,0.72,1.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Plumas,,,,,1401.0,,,,,,,,,,,,,Plumas District Hospital,,,,,,,,,,230000015.0,,0.05,0.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,San Diego,,,,,24086.0,0.0,0.0,4.0,No Difference,,,,¥ See Data Dictionary,,,,,Pomerado Hospital,,,,,,,,,,80000147.0,,0.92,0.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Los Angeles,,,,,106944.0,2.29,1.12,4.21,Higher,,,,,,,,,Pomona Valley Hospital Medical Center,,,,,,,,,,930000123.0,,3.93,9.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Tulare,,,,,879.0,,,,,,,,,,,,,Porterville Developmental Center,,,,,,,,,,170001874.0,,0.03,0.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Los Angeles,,,,,73454.0,0.91,0.23,2.48,No Difference,,,,,,,,,Presbyterian Intercommunity Hospital,,,,,,,,,,930000099.0,,3.29,3.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Los Angeles,,,,,82148.0,0.29,0.01,1.42,No Difference,,,,,,,,,Providence Holy Cross Medical Center,,,,,,,,,,930000066.0,,3.48,1.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Los Angeles,,,,,27561.0,0.0,0.0,3.74,No Difference,,,,¥ See Data Dictionary,,,,,Providence Little Company of Mary Medical Center San Pedro,,,,,,,,,,930000157.0,,0.99,0.0,
2015,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infection (MRSA BSI),,,Los Angeles,,,,,80321.0,0.78,0.2,2.11,No Difference,,,,,,,,,Providence Little Company of Mary Medical Center Torrance,,,,,,,,,,930000081.0,,3.86,3.0,
